recording_id,frame_id,time,entropy
20150713090256675_m0002_31,133,1.33,0.005920
20150713090256675_m0002_31,134,1.34,0.007554
20150713090256675_m0002_31,135,1.35,0.007802
20150713090256675_m0002_31,136,1.36,0.009096
20150713090256675_m0002_31,137,1.37,0.008035
20150713090256675_m0002_31,138,1.38,0.007608
20150713090256675_m0002_31,139,1.39,0.006421
20150713090256675_m0002_31,140,1.40,0.005884
20150713090256675_m0002_31,141,1.41,0.004881
20150713090256675_m0002_31,142,1.42,0.005367
20150713090256675_m0002_31,143,1.43,0.005056
20150713090256675_m0002_31,144,1.44,0.005749
20150713090256675_m0002_31,145,1.45,0.004824
20150713090256675_m0002_31,146,1.46,0.004774
20150713090256675_m0002_31,147,1.47,0.005292
20150713090256675_m0002_31,148,1.48,0.005219
20150713090256675_m0002_31,149,1.49,0.004754
20150713090256675_m0002_31,150,1.50,0.004434
20150713090256675_m0002_31,151,1.51,0.004265
20150713090256675_m0002_31,152,1.52,0.005051
20150713090256675_m0002_31,153,1.53,0.005196
20150713090256675_m0002_31,154,1.54,0.005323
20150713090256675_m0002_31,155,1.55,0.005194
20150713090256675_m0002_31,156,1.56,0.004763
20150713090256675_m0002_31,157,1.57,0.004592
20150713090256675_m0002_31,158,1.58,0.004538
20150713090256675_m0002_31,159,1.59,0.004875
20150713090256675_m0002_31,160,1.60,0.005067
20150713090256675_m0002_31,161,1.61,0.005315
20150713090256675_m0002_31,162,1.62,0.005024
20150713090256675_m0002_31,163,1.63,0.005398
20150713090256675_m0002_31,164,1.64,0.006295
20150727093234978_m0002_31,0,0.00,0.003586
20150727093234978_m0002_31,1,0.01,0.003509
20150727093234978_m0002_31,2,0.02,0.003423
20150727093234978_m0002_31,3,0.03,0.003625
20150727093234978_m0002_31,4,0.04,0.003368
20150727093234978_m0002_31,5,0.05,0.003275
20150727093234978_m0002_31,6,0.06,0.004295
20150727093234978_m0002_31,7,0.07,0.004603
20150727093234978_m0002_31,8,0.08,0.004815
20150727093234978_m0002_31,9,0.09,0.004697
20150727093234978_m0002_31,10,0.10,0.004775
20150727093234978_m0002_31,11,0.11,0.004657
20150727093234978_m0002_31,12,0.12,0.004671
20150727093234978_m0002_31,13,0.13,0.004481
20150727093234978_m0002_31,14,0.14,0.004713
20150727093234978_m0002_31,15,0.15,0.004602
20150727093234978_m0002_31,16,0.16,0.004998
20150727093234978_m0002_31,17,0.17,0.003323
20150727093234978_m0002_31,18,0.18,0.005862
20150727093234978_m0002_31,19,0.19,0.006567
20150727093234978_m0002_31,20,0.20,0.005241
20150727093234978_m0002_31,21,0.21,0.006181
20150727093234978_m0002_31,22,0.22,0.006607
20150727093234978_m0002_31,23,0.23,0.005982
20150727093234978_m0002_31,24,0.24,0.006670
20150727093234978_m0002_31,25,0.25,0.006301
20150727093234978_m0002_31,26,0.26,0.005558
20150727093234978_m0002_31,27,0.27,0.005461
20150727093234978_m0002_31,28,0.28,0.005300
20150727093234978_m0002_31,29,0.29,0.002840
20150727093234978_m0002_31,30,0.30,0.003949
20150727093234978_m0002_31,31,0.31,0.004672
20150727093234978_m0002_31,32,0.32,0.005613
20150727093234978_m0002_31,33,0.33,0.004656
20150727093234978_m0002_31,34,0.34,0.003941
20150727093234978_m0002_31,35,0.35,0.004198
20150727093234978_m0002_31,36,0.36,0.004010
20150727093234978_m0002_31,37,0.37,0.003843
20150727093234978_m0002_31,38,0.38,0.003312
20150727093234978_m0002_31,39,0.39,0.004282
20150727093234978_m0002_31,40,0.40,0.005117
20150727093234978_m0002_31,41,0.41,0.005203
20150727093234978_m0002_31,42,0.42,0.005911
20150727093234978_m0002_31,43,0.43,0.006089
20150727093234978_m0002_31,44,0.44,0.005884
20150727093234978_m0002_31,45,0.45,0.006465
20150727093234978_m0002_31,46,0.46,0.006539
20150727093234978_m0002_31,47,0.47,0.006556
20150727093234978_m0002_31,48,0.48,0.005769
20150727093234978_m0002_31,49,0.49,0.005749
20150727093234978_m0002_31,50,0.50,0.005942
20150727093234978_m0002_31,51,0.51,0.006124
20150727093234978_m0002_31,52,0.52,0.005296
20150727093234978_m0002_31,53,0.53,0.004775
20150727093234978_m0002_31,54,0.54,0.006280
20150727093234978_m0002_31,55,0.55,0.007019
20150727093234978_m0002_31,56,0.56,0.007974
20150727093234978_m0002_31,57,0.57,0.008255
20150727093234978_m0002_31,58,0.58,0.007679
20150727093234978_m0002_31,59,0.59,0.007589
20150727093234978_m0002_31,60,0.60,0.007547
20150727093234978_m0002_31,61,0.61,0.006501
20150727093234978_m0002_31,62,0.62,0.005841
20150727093234978_m0002_31,63,0.63,0.006178
20150727093234978_m0002_31,64,0.64,0.006555
20150727093234978_m0002_31,65,0.65,0.006317
20150727093234978_m0002_31,66,0.66,0.005608
20150727093234978_m0002_31,67,0.67,0.004419
20150727093234978_m0002_31,68,0.68,0.005276
20150727093234978_m0002_31,69,0.69,0.005627
20150727093234978_m0002_31,70,0.70,0.004767
20150727093234978_m0002_31,71,0.71,0.004266
20150727093234978_m0002_31,72,0.72,0.006638
20150727093234978_m0002_31,73,0.73,0.007664
20150727093234978_m0002_31,74,0.74,0.007438
20150727093234978_m0002_31,75,0.75,0.008368
20150727093234978_m0002_31,76,0.76,0.008335
20150727093234978_m0002_31,77,0.77,0.008120
20150727093234978_m0002_31,78,0.78,0.007639
20150727093234978_m0002_31,79,0.79,0.006813
20150727093234978_m0002_31,80,0.80,0.006025
20150727093234978_m0002_31,81,0.81,0.003531
20150727093234978_m0002_31,82,0.82,0.005031
20150727093234978_m0002_31,83,0.83,0.006268
20150727093234978_m0002_31,84,0.84,0.005392
20150727093234978_m0002_31,85,0.85,0.005278
20150727093234978_m0002_31,86,0.86,0.003662
20150727093234978_m0002_31,87,0.87,0.004238
20150727093234978_m0002_31,88,0.88,0.003445
20150727093234978_m0002_31,89,0.89,0.004761
20150727093234978_m0002_31,90,0.90,0.005201
20150727093234978_m0002_31,91,0.91,0.006344
20150727093234978_m0002_31,92,0.92,0.005356
20150727093234978_m0002_31,93,0.93,0.005232
20150727093234978_m0002_31,94,0.94,0.006297
20150727093234978_m0002_31,95,0.95,0.006271
20150727093234978_m0002_31,96,0.96,0.005273
20150727093234978_m0002_31,97,0.97,0.003740
20150727093234978_m0002_31,98,0.98,0.003376
20150727093234978_m0002_31,99,0.99,0.005185
20150727093234978_m0002_31,100,1.00,0.005702
20150727093234978_m0002_31,101,1.01,0.004996
20150727093234978_m0002_31,102,1.02,0.005405
20150727093234978_m0002_31,103,1.03,0.004103
20150727093234978_m0002_31,104,1.04,0.004432
20150727093234978_m0002_31,105,1.05,0.005145
20150727093234978_m0002_31,106,1.06,0.006173
20150727093234978_m0002_31,107,1.07,0.006327
20150727093234978_m0002_31,108,1.08,0.006362
20150727093234978_m0002_31,109,1.09,0.006412
20150727093234978_m0002_31,110,1.10,0.005488
20150727093234978_m0002_31,111,1.11,0.006129
20150727093234978_m0002_31,112,1.12,0.005554
20150727093234978_m0002_31,113,1.13,0.004725
20150727093234978_m0002_31,114,1.14,0.004260
20150727093234978_m0002_31,115,1.15,0.005854
20150727093234978_m0002_31,116,1.16,0.007515
20150727093234978_m0002_31,117,1.17,0.009180
20150727093234978_m0002_31,118,1.18,0.009417
20150727093234978_m0002_31,119,1.19,0.009596
20150727093234978_m0002_31,120,1.20,0.007072
20150727093234978_m0002_31,121,1.21,0.005914
20150727093234978_m0002_31,122,1.22,0.005343
20150727093234978_m0002_31,123,1.23,0.003575
20150727093234978_m0002_31,124,1.24,0.003168
20150727093234978_m0002_31,125,1.25,0.003232
20150727093234978_m0002_31,126,1.26,0.003001
20150727093234978_m0002_31,127,1.27,0.002919
20150727093234978_m0002_31,128,1.28,0.002961
20150727093234978_m0002_31,129,1.29,0.003117
20150727093234978_m0002_31,130,1.30,0.003115
20150727093234978_m0002_31,131,1.31,0.002497
20150727093234978_m0002_31,132,1.32,0.002584
20150727093234978_m0002_31,133,1.33,0.003850
20150727093234978_m0002_31,134,1.34,0.002070
20150727093234978_m0002_31,135,1.35,0.002051
20150727093234978_m0002_31,136,1.36,0.005257
20150727093234978_m0002_31,137,1.37,0.002089
20150727093234978_m0002_31,138,1.38,0.002215
20150727093234978_m0002_31,139,1.39,0.002216
20150727093234978_m0002_31,140,1.40,0.003410
20150727093234978_m0002_31,141,1.41,0.003248
20150727093234978_m0002_31,142,1.42,0.002677
20150727093234978_m0002_31,143,1.43,0.003473
20150727093234978_m0002_31,144,1.44,0.003560
20150727093234978_m0002_31,145,1.45,0.003699
20150727093234978_m0002_31,146,1.46,0.004473
20150727093234978_m0002_31,147,1.47,0.004579
20150727093234978_m0002_31,148,1.48,0.004956
20150727093234978_m0002_31,149,1.49,0.004961
20150727093234978_m0002_31,150,1.50,0.004075
20150727093234978_m0002_31,151,1.51,0.005962
20150727093234978_m0002_31,152,1.52,0.003361
20150727093234978_m0002_31,153,1.53,0.003495
20150727093234978_m0002_31,154,1.54,0.003828
20150727093234978_m0002_31,155,1.55,0.003979
20150727093234978_m0002_31,156,1.56,0.003761
20150727093234978_m0002_31,157,1.57,0.004120
20150727093234978_m0002_31,158,1.58,0.004070
20150727093234978_m0002_31,159,1.59,0.004168
20150727093234978_m0002_31,160,1.60,0.003686
20150727093234978_m0002_31,161,1.61,0.003542
20150727093234978_m0002_31,162,1.62,0.003346
20150727093234978_m0002_31,163,1.63,0.003469
20150727093234978_m0002_31,164,1.64,0.003690
20150727093234978_m0002_31,165,1.65,0.003874
20150727093234978_m0002_31,166,1.66,0.003573
20150727093234978_m0002_31,167,1.67,0.003781
20150727093234978_m0002_31,168,1.68,0.004245
20150727093234978_m0002_31,169,1.69,0.003886
20150727093234978_m0002_31,170,1.70,0.003496
20150727093234978_m0002_31,171,1.71,0.003160
20150727093234978_m0002_31,172,1.72,0.003527
20150727093234978_m0002_31,173,1.73,0.003700
20150727093234978_m0002_31,174,1.74,0.003287
20150727093234978_m0002_31,175,1.75,0.003243
20150727093234978_m0002_31,176,1.76,0.003491
20150727093234978_m0002_31,177,1.77,0.003715
20150727093234978_m0002_31,178,1.78,0.003729
20150727093234978_m0002_31,179,1.79,0.003813
20150727093234978_m0002_31,180,1.80,0.003515
20150727093234978_m0002_31,181,1.81,0.003646
20150727093234978_m0002_31,182,1.82,0.003682
20150727093234978_m0002_31,183,1.83,0.003701
20150727093234978_m0002_31,184,1.84,0.003614
20150727093234978_m0002_31,185,1.85,0.003614
20150727093234978_m0002_31,186,1.86,0.003464
20150727093234978_m0002_31,187,1.87,0.003639
20150727093234978_m0002_31,188,1.88,0.003376
20150727093234978_m0002_31,189,1.89,0.003280
20150727093234978_m0002_31,190,1.90,0.003209
20150727093234978_m0002_31,191,1.91,0.003055
20150727093234978_m0002_31,192,1.92,0.003247
20150727093234978_m0002_31,193,1.93,0.003319
20150727093234978_m0002_31,194,1.94,0.003639
20150727093234978_m0002_31,195,1.95,0.003761
20150727093234978_m0002_31,196,1.96,0.003669
20150727093234978_m0002_31,197,1.97,0.003623
20150727093234978_m0002_31,198,1.98,0.003592
20150727093234978_m0002_31,199,1.99,0.003802
20150727093234978_m0002_31,200,2.00,0.003845
20150727093234978_m0002_31,201,2.01,0.004002
20150727093234978_m0002_31,202,2.02,0.004076
20150727093234978_m0002_31,203,2.03,0.004030
20150727093234978_m0002_31,204,2.04,0.004000
20150727093234978_m0002_31,205,2.05,0.003837
20150727093234978_m0002_31,206,2.06,0.004013
20150727093234978_m0002_31,207,2.07,0.004182
20150727093234978_m0002_31,208,2.08,0.003848
20150727093234978_m0002_31,209,2.09,0.003663
20150727093234978_m0002_31,210,2.10,0.004440
20150727093431588_m0002_31,0,0.00,0.003805
20150727093431588_m0002_31,1,0.01,0.003990
20150727093431588_m0002_31,2,0.02,0.004087
20150727093431588_m0002_31,3,0.03,0.004101
20150727093431588_m0002_31,4,0.04,0.003915
20150727093431588_m0002_31,5,0.05,0.004021
20150727093431588_m0002_31,6,0.06,0.003247
20150727093431588_m0002_31,7,0.07,0.003031
20150727093431588_m0002_31,8,0.08,0.003109
20150727093431588_m0002_31,9,0.09,0.002726
20150727093431588_m0002_31,10,0.10,0.002636
20150727093431588_m0002_31,11,0.11,0.002761
20150727093431588_m0002_31,12,0.12,0.003359
20150727093431588_m0002_31,13,0.13,0.003503
20150727093431588_m0002_31,14,0.14,0.003720
20150727093431588_m0002_31,15,0.15,0.003781
20150727093431588_m0002_31,16,0.16,0.004084
20150727093431588_m0002_31,17,0.17,0.004063
20150727093431588_m0002_31,18,0.18,0.004129
20150727093431588_m0002_31,19,0.19,0.004388
20150727093431588_m0002_31,20,0.20,0.004194
20150727093431588_m0002_31,21,0.21,0.004683
20150727093431588_m0002_31,22,0.22,0.004532
20150727093431588_m0002_31,23,0.23,0.004491
20150727093431588_m0002_31,24,0.24,0.003418
20150727093431588_m0002_31,25,0.25,0.003074
20150727093431588_m0002_31,26,0.26,0.005914
20150727093431588_m0002_31,27,0.27,0.007327
20150727093431588_m0002_31,28,0.28,0.008316
20150727093431588_m0002_31,29,0.29,0.007710
20150727093431588_m0002_31,30,0.30,0.005950
20150727093431588_m0002_31,31,0.31,0.008302
20150727093431588_m0002_31,32,0.32,0.007433
20150727093431588_m0002_31,33,0.33,0.006247
20150727093431588_m0002_31,34,0.34,0.006110
20150727093431588_m0002_31,35,0.35,0.005367
20150727093431588_m0002_31,36,0.36,0.004708
20150727093431588_m0002_31,37,0.37,0.004848
20150727093431588_m0002_31,38,0.38,0.004884
20150727093431588_m0002_31,39,0.39,0.004781
20150727093431588_m0002_31,40,0.40,0.003749
20150727093431588_m0002_31,41,0.41,0.004023
20150727093431588_m0002_31,42,0.42,0.005780
20150727093431588_m0002_31,43,0.43,0.007296
20150727093431588_m0002_31,44,0.44,0.005702
20150727093431588_m0002_31,45,0.45,0.005561
20150727093431588_m0002_31,46,0.46,0.005436
20150727093431588_m0002_31,47,0.47,0.006516
20150727093431588_m0002_31,48,0.48,0.005251
20150727093431588_m0002_31,49,0.49,0.005427
20150727093431588_m0002_31,50,0.50,0.003285
20150727093431588_m0002_31,51,0.51,0.004364
20150727093431588_m0002_31,52,0.52,0.005397
20150727093431588_m0002_31,53,0.53,0.005057
20150727093431588_m0002_31,54,0.54,0.005017
20150727093431588_m0002_31,55,0.55,0.005119
20150727093431588_m0002_31,56,0.56,0.005348
20150727093431588_m0002_31,57,0.57,0.005018
20150727093431588_m0002_31,58,0.58,0.005191
20150727093431588_m0002_31,59,0.59,0.004896
20150727093431588_m0002_31,60,0.60,0.004992
20150727093431588_m0002_31,61,0.61,0.004508
20150727093431588_m0002_31,62,0.62,0.005066
20150727093431588_m0002_31,63,0.63,0.005793
20150727093431588_m0002_31,64,0.64,0.005317
20150727093431588_m0002_31,65,0.65,0.004671
20150727093431588_m0002_31,66,0.66,0.003299
20150727093431588_m0002_31,67,0.67,0.005548
20150727093431588_m0002_31,68,0.68,0.006054
20150727093431588_m0002_31,69,0.69,0.007210
20150727093431588_m0002_31,70,0.70,0.007028
20150727093431588_m0002_31,71,0.71,0.006830
20150727093431588_m0002_31,72,0.72,0.006447
20150727093431588_m0002_31,73,0.73,0.005865
20150727093431588_m0002_31,74,0.74,0.005425
20150727093431588_m0002_31,75,0.75,0.005372
20150727093431588_m0002_31,76,0.76,0.004378
20150727093431588_m0002_31,77,0.77,0.004285
20150727093431588_m0002_31,78,0.78,0.005679
20150727093431588_m0002_31,79,0.79,0.005638
20150727093431588_m0002_31,80,0.80,0.005806
20150727093431588_m0002_31,81,0.81,0.006381
20150727093431588_m0002_31,82,0.82,0.006248
20150727093431588_m0002_31,83,0.83,0.005861
20150727093431588_m0002_31,84,0.84,0.004930
20150727093431588_m0002_31,85,0.85,0.005985
20150727093431588_m0002_31,86,0.86,0.006712
20150727093431588_m0002_31,87,0.87,0.006687
20150727093431588_m0002_31,88,0.88,0.007066
20150727093431588_m0002_31,89,0.89,0.007018
20150727093431588_m0002_31,90,0.90,0.005688
20150727093431588_m0002_31,91,0.91,0.004498
20150727093431588_m0002_31,92,0.92,0.005584
20150727093431588_m0002_31,93,0.93,0.006795
20150727093431588_m0002_31,94,0.94,0.006284
20150727093431588_m0002_31,95,0.95,0.004712
20150727093431588_m0002_31,96,0.96,0.004098
20150727093431588_m0002_31,97,0.97,0.004183
20150727093431588_m0002_31,98,0.98,0.005213
20150727093431588_m0002_31,99,0.99,0.005627
20150727093431588_m0002_31,100,1.00,0.004984
20150727093431588_m0002_31,101,1.01,0.003239
20150727093431588_m0002_31,102,1.02,0.006182
20150727093431588_m0002_31,103,1.03,0.006807
20150727093431588_m0002_31,104,1.04,0.007049
20150727093431588_m0002_31,105,1.05,0.004645
20150727093431588_m0002_31,106,1.06,0.006056
20150727093431588_m0002_31,107,1.07,0.006972
20150727093431588_m0002_31,108,1.08,0.005697
20150727093431588_m0002_31,109,1.09,0.004895
20150727093431588_m0002_31,110,1.10,0.004947
20150727093431588_m0002_31,111,1.11,0.004592
20150727093431588_m0002_31,112,1.12,0.004390
20150727093431588_m0002_31,113,1.13,0.004430
20150727093431588_m0002_31,114,1.14,0.004474
20150727093431588_m0002_31,115,1.15,0.003622
20150727093431588_m0002_31,116,1.16,0.003707
20150727093431588_m0002_31,117,1.17,0.004352
20150727093431588_m0002_31,118,1.18,0.005112
20150727093431588_m0002_31,119,1.19,0.004260
20150727093431588_m0002_31,120,1.20,0.004044
20150727093431588_m0002_31,121,1.21,0.003143
20150727093431588_m0002_31,122,1.22,0.003326
20150727093431588_m0002_31,123,1.23,0.004000
20150727093431588_m0002_31,124,1.24,0.003958
20150727093431588_m0002_31,125,1.25,0.004762
20150727093431588_m0002_31,126,1.26,0.005776
20150727093431588_m0002_31,127,1.27,0.006079
20150727093431588_m0002_31,128,1.28,0.005945
20150727093431588_m0002_31,129,1.29,0.005911
20150727093431588_m0002_31,130,1.30,0.005568
20150727093431588_m0002_31,131,1.31,0.005115
20150727093431588_m0002_31,132,1.32,0.003728
20150727093431588_m0002_31,133,1.33,0.005528
20150727093431588_m0002_31,134,1.34,0.006886
20150727093431588_m0002_31,135,1.35,0.007866
20150727093431588_m0002_31,136,1.36,0.007754
20150727093431588_m0002_31,137,1.37,0.006330
20150727093431588_m0002_31,138,1.38,0.005230
20150727093431588_m0002_31,139,1.39,0.004777
20150727093431588_m0002_31,140,1.40,0.004356
20150727093431588_m0002_31,141,1.41,0.004006
20150727093431588_m0002_31,142,1.42,0.004188
20150727093431588_m0002_31,143,1.43,0.003758
20150727093431588_m0002_31,144,1.44,0.002876
20150727093431588_m0002_31,145,1.45,0.003240
20150727093431588_m0002_31,146,1.46,0.004171
20150727093431588_m0002_31,147,1.47,0.004282
20150727093431588_m0002_31,148,1.48,0.004735
20150727093431588_m0002_31,149,1.49,0.005476
20150727093431588_m0002_31,150,1.50,0.005187
20150727093431588_m0002_31,151,1.51,0.005953
20150727093431588_m0002_31,152,1.52,0.006478
20150727093431588_m0002_31,153,1.53,0.005774
20150727093431588_m0002_31,154,1.54,0.005294
20150727093431588_m0002_31,155,1.55,0.005416
20150727093431588_m0002_31,156,1.56,0.005088
20150727093431588_m0002_31,157,1.57,0.004728
20150727093431588_m0002_31,158,1.58,0.004427
20150727093431588_m0002_31,159,1.59,0.003984
20150727093431588_m0002_31,160,1.60,0.004048
20150727093431588_m0002_31,161,1.61,0.003701
20150727093431588_m0002_31,162,1.62,0.004893
20150727093431588_m0002_31,163,1.63,0.005913
20150727093431588_m0002_31,164,1.64,0.006349
20150727093431588_m0002_31,165,1.65,0.007134
20150727093431588_m0002_31,166,1.66,0.006034
20150727093431588_m0002_31,167,1.67,0.006041
20150727093431588_m0002_31,168,1.68,0.004599
20150727093431588_m0002_31,169,1.69,0.002853
20150727093431588_m0002_31,170,1.70,0.004017
20150727093431588_m0002_31,171,1.71,0.002847
20150727093431588_m0002_31,172,1.72,0.003853
20150727093431588_m0002_31,173,1.73,0.004104
20150727093431588_m0002_31,174,1.74,0.004469
20150727093431588_m0002_31,175,1.75,0.004469
20150727093431588_m0002_31,176,1.76,0.004644
20150727093431588_m0002_31,177,1.77,0.004667
20150727093431588_m0002_31,178,1.78,0.004118
20150727093431588_m0002_31,179,1.79,0.004205
20150727093431588_m0002_31,180,1.80,0.004297
20150727093431588_m0002_31,181,1.81,0.004244
20150727093431588_m0002_31,182,1.82,0.004356
20150727093431588_m0002_31,183,1.83,0.004545
20150727093431588_m0002_31,184,1.84,0.004650
20150727093431588_m0002_31,185,1.85,0.004668
20150727093431588_m0002_31,186,1.86,0.004395
20150727093431588_m0002_31,187,1.87,0.003978
20150727093431588_m0002_31,188,1.88,0.003567
20150727093431588_m0002_31,189,1.89,0.002695
20150727093431588_m0002_31,190,1.90,0.002770
20150727093431588_m0002_31,191,1.91,0.003569
20150727093431588_m0002_31,192,1.92,0.002650
20150727093431588_m0002_31,193,1.93,0.003033
20150727093431588_m0002_31,194,1.94,0.002918
20150727093431588_m0002_31,195,1.95,0.002916
20150727093431588_m0002_31,196,1.96,0.002908
20150727093431588_m0002_31,197,1.97,0.003017
20150727093431588_m0002_31,198,1.98,0.002842
20150727093431588_m0002_31,199,1.99,0.002930
20150727093431588_m0002_31,200,2.00,0.003188
20150727093431588_m0002_31,201,2.01,0.003169
20150727093431588_m0002_31,202,2.02,0.003237
20150727093431588_m0002_31,203,2.03,0.003614
20150727093431588_m0002_31,204,2.04,0.003287
20150727093431588_m0002_31,205,2.05,0.003466
20150727093431588_m0002_31,206,2.06,0.003620
20150401080200788_m0002_31,0,0.00,0.004275
20150401080200788_m0002_31,1,0.01,0.005146
20150401080200788_m0002_31,2,0.02,0.005584
20150401080200788_m0002_31,3,0.03,0.004937
20150401080200788_m0002_31,4,0.04,0.006272
20150401080200788_m0002_31,5,0.05,0.007784
20150401080200788_m0002_31,6,0.06,0.009532
20150401080200788_m0002_31,7,0.07,0.008405
20150401080200788_m0002_31,8,0.08,0.006498
20150401080200788_m0002_31,9,0.09,0.006202
20150401080200788_m0002_31,10,0.10,0.006932
20150401080200788_m0002_31,11,0.11,0.006242
20150401080200788_m0002_31,12,0.12,0.005751
20150401080200788_m0002_31,13,0.13,0.005691
20150401080200788_m0002_31,14,0.14,0.005345
20150401080200788_m0002_31,15,0.15,0.004021
20150401080200788_m0002_31,16,0.16,0.004148
20150401080200788_m0002_31,17,0.17,0.006210
20150401080200788_m0002_31,18,0.18,0.004646
20150401080200788_m0002_31,19,0.19,0.005783
20150401080200788_m0002_31,20,0.20,0.006372
20150401080200788_m0002_31,21,0.21,0.005600
20150401080200788_m0002_31,22,0.22,0.004861
20150401080200788_m0002_31,23,0.23,0.003459
20150401080200788_m0002_31,24,0.24,0.006027
20150401080200788_m0002_31,25,0.25,0.006515
20150401080200788_m0002_31,26,0.26,0.006401
20150401080200788_m0002_31,27,0.27,0.005713
20150401080200788_m0002_31,28,0.28,0.006101
20150401080200788_m0002_31,29,0.29,0.005934
20150401080200788_m0002_31,30,0.30,0.005736
20150401080200788_m0002_31,31,0.31,0.005354
20150401080200788_m0002_31,32,0.32,0.005433
20150401080200788_m0002_31,33,0.33,0.006341
20150401080200788_m0002_31,34,0.34,0.005295
20150401080200788_m0002_31,35,0.35,0.004176
20150401080200788_m0002_31,36,0.36,0.003545
20150401080200788_m0002_31,37,0.37,0.004035
20150401080200788_m0002_31,38,0.38,0.005494
20150401080200788_m0002_31,39,0.39,0.007037
20150401080200788_m0002_31,40,0.40,0.007852
20150401080200788_m0002_31,41,0.41,0.008318
20150401080200788_m0002_31,42,0.42,0.008203
20150401080200788_m0002_31,43,0.43,0.007863
20150401080200788_m0002_31,44,0.44,0.007371
20150401080200788_m0002_31,45,0.45,0.006376
20150401080200788_m0002_31,46,0.46,0.003331
20150401080200788_m0002_31,47,0.47,0.004196
20150401080200788_m0002_31,48,0.48,0.003944
20150401080200788_m0002_31,49,0.49,0.005607
20150401080200788_m0002_31,50,0.50,0.005730
20150401080200788_m0002_31,51,0.51,0.005604
20150401080200788_m0002_31,52,0.52,0.005856
20150401080200788_m0002_31,53,0.53,0.006301
20150401080200788_m0002_31,54,0.54,0.006238
20150401080200788_m0002_31,55,0.55,0.004752
20150401080200788_m0002_31,56,0.56,0.004901
20150401080200788_m0002_31,57,0.57,0.006795
20150401080200788_m0002_31,58,0.58,0.007489
20150401080200788_m0002_31,59,0.59,0.007804
20150401080200788_m0002_31,60,0.60,0.008448
20150401080200788_m0002_31,61,0.61,0.008285
20150401080200788_m0002_31,62,0.62,0.008483
20150401080200788_m0002_31,63,0.63,0.008174
20150401080200788_m0002_31,64,0.64,0.007532
20150401080200788_m0002_31,65,0.65,0.007082
20150401080200788_m0002_31,66,0.66,0.005606
20150401080200788_m0002_31,67,0.67,0.004671
20150401080200788_m0002_31,68,0.68,0.004236
20150401080200788_m0002_31,69,0.69,0.006335
20150401080200788_m0002_31,70,0.70,0.006422
20150401080200788_m0002_31,71,0.71,0.008214
20150401080200788_m0002_31,72,0.72,0.008246
20150401080200788_m0002_31,73,0.73,0.008780
20150401080200788_m0002_31,74,0.74,0.009027
20150401080200788_m0002_31,75,0.75,0.008923
20150401080200788_m0002_31,76,0.76,0.008935
20150401080200788_m0002_31,77,0.77,0.008402
20150401080200788_m0002_31,78,0.78,0.008764
20150401080200788_m0002_31,79,0.79,0.008672
20150401080200788_m0002_31,80,0.80,0.007289
20150401080200788_m0002_31,81,0.81,0.006363
20150401080200788_m0002_31,82,0.82,0.007148
20150401080200788_m0002_31,83,0.83,0.005110
20150401080200788_m0002_31,84,0.84,0.005484
20150401080200788_m0002_31,85,0.85,0.005281
20150401080200788_m0002_31,86,0.86,0.006136
20150401080200788_m0002_31,87,0.87,0.004406
20150401080200788_m0002_31,88,0.88,0.006498
20150401080200788_m0002_31,89,0.89,0.003780
20150401080200788_m0002_31,90,0.90,0.004490
20150401080200788_m0002_31,91,0.91,0.005343
20150401080200788_m0002_31,92,0.92,0.004034
20150401080200788_m0002_31,93,0.93,0.004076
20150401080200788_m0002_31,94,0.94,0.004550
20150401080200788_m0002_31,95,0.95,0.006464
20150401080200788_m0002_31,96,0.96,0.007335
20150401080200788_m0002_31,97,0.97,0.006658
20150401080200788_m0002_31,98,0.98,0.006151
20150401080200788_m0002_31,99,0.99,0.005442
20150401080200788_m0002_31,100,1.00,0.004980
20150401080200788_m0002_31,101,1.01,0.005176
20150401080200788_m0002_31,102,1.02,0.007914
20150401080200788_m0002_31,103,1.03,0.009302
20150401080200788_m0002_31,104,1.04,0.009442
20150401080200788_m0002_31,105,1.05,0.007653
20150401080200788_m0002_31,106,1.06,0.007066
20150401080200788_m0002_31,107,1.07,0.006334
20150401080200788_m0002_31,108,1.08,0.005521
20150401080200788_m0002_31,109,1.09,0.004648
20150401080200788_m0002_31,110,1.10,0.004205
20150401080200788_m0002_31,111,1.11,0.003443
20150401080200788_m0002_31,112,1.12,0.003411
20150401080200788_m0002_31,113,1.13,0.003994
20150401080200788_m0002_31,114,1.14,0.004589
20150401080200788_m0002_31,115,1.15,0.004884
20150401080200788_m0002_31,116,1.16,0.005435
20150401080200788_m0002_31,117,1.17,0.005678
20150401080200788_m0002_31,118,1.18,0.005274
20150401080200788_m0002_31,119,1.19,0.005881
20150401080200788_m0002_31,120,1.20,0.005737
20150401080200788_m0002_31,121,1.21,0.004963
20150401080200788_m0002_31,122,1.22,0.004833
20150401080200788_m0002_31,123,1.23,0.005010
20150401080200788_m0002_31,124,1.24,0.005216
20150401080200788_m0002_31,125,1.25,0.004643
20150401080200788_m0002_31,126,1.26,0.004874
20150401080200788_m0002_31,127,1.27,0.005415
20150401080200788_m0002_31,128,1.28,0.004166
20150401080200788_m0002_31,129,1.29,0.003687
20150401080200788_m0002_31,130,1.30,0.004800
20150401080200788_m0002_31,131,1.31,0.005693
